"","gene","orf","no..of.probes","measurments","F.statistic","X.log.p.value.","difference","YPD","YPDGE","YPG","YPE","YPL","YPD0.1DNP","YPD0.25DNP","YPG0.25DNP","YPG0.1DNP"
"2455","YPL222W","YPL222W",4,76,0.87761,0.26742,0.01737,1.02292,1.02307,1.02179,1.02597,1.01472,1.0184,1.01917,1.03209,1.01778
"2456","GRE1","YPL223C",2,38,0.81027,0.2221,0.02343,1.02864,1.02673,1.03593,1.03417,1.02956,1.01251,1.03305,1.03125,1.02364
"2457","MMT2","YPL224C",4,76,4.72366,3.8417,0.03312,0.9794,0.98991,1.00347,1.01252,1.00081,1.00686,1.01115,0.99958,1.00883
"2458","YPL225W","YPL225W",4,76,5.80458,4.81942,0.03979,0.98677,0.98651,0.97983,0.94698,0.96831,0.96678,0.95165,0.97423,0.96214
"2459","NEW1","YPL226W",4,76,8.11545,6.73739,0.06795,0.9259,0.91981,0.92151,0.92545,0.93192,0.8877,0.86397,0.92386,0.91426
"2460","ALG5","YPL227C",4,76,1.28508,0.57272,0.02241,1.0241,1.02241,1.03266,1.02787,1.03349,1.01181,1.01437,1.03422,1.02541
"2461","CET1","YPL228W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2462","YPL229W","YPL229W",4,76,2.41656,1.61743,0.03005,1.02812,1.03366,1.03633,1.04463,1.03401,1.01457,1.0296,1.04248,1.03176
"2463","USV1","YPL230W",4,76,5.42347,4.4806,0.02972,0.99078,0.9994,0.97997,0.98963,0.98684,1.00969,1.00628,1.00791,0.99678
"2464","FAS2","YPL231W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2465","SSO1","YPL232W",4,76,1.6494,0.88975,0.02315,1.0027,1.00943,1.01538,1.0214,1.01588,1.01908,1.02181,1.02585,1.02039
"2466","YPL233W","YPL233W",1,19,1.94658,0.76853,0.04161,1.00055,1.02527,1.02474,1.03001,1.02584,1.04217,1.01957,1.03612,1.03182
"2467","TFP3","YPL234C",4,48,24.11046,11.35241,0.34037,0.78189,0.71566,0.55597,0.53026,0.56021,0.81897,0.62896,0.48032,0.4786
"2468","RVB2","YPL235W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2469","YPL236C","YPL236C",4,76,1.10997,0.43319,0.01907,1.00468,1.00815,1.02374,1.01855,1.01781,1.00874,1.01728,1.01907,1.01016
"2470","SUI3","YPL237W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2471","YPL238C","YPL238C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2472","YAR1","YPL239W",4,74,42.4224,21.37364,0.23315,0.74076,0.81209,0.87247,0.90023,0.89632,0.71949,0.66708,0.8716,0.8621
"2473","hsp82","YPL240C",4,76,1.12857,0.44749,0.02065,1.02481,1.02837,1.0322,1.02714,1.02183,1.01629,1.02216,1.03694,1.02752
"2474","cin2","YPL241C",4,76,23.50548,15.47927,0.08523,0.97303,0.99703,1.03954,0.99164,1.02461,0.96026,0.95432,1.03507,1.02042
"2475","IQG1","YPL242C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2476","SRP68","YPL243W",1,19,0.47381,0.07219,0.01527,1.019,1.02729,1.03187,1.02352,1.03329,1.02949,1.01826,1.0307,1.03352
"2477","HUT1","YPL244C",4,76,1.98137,1.19832,0.02918,1.00678,1.01646,1.02351,1.00966,1.01372,1.02518,1.01221,1.03597,1.01952
"2478","YPL245W","YPL245W",4,76,0.65135,0.13572,0.01775,1.0073,1.01314,1.02505,1.01398,1.01425,1.01778,1.01655,1.0229,1.01081
"2479","YPL246C","YPL246C",4,76,3.18955,2.37432,0.02922,0.98463,0.99139,1.01162,0.99574,1.00733,1.01385,1.00347,1.00862,1.00197
"2480","YPL247C","YPL247C",4,76,1.01005,0.35879,0.02135,1.03319,1.02824,1.0289,1.0213,1.02651,1.02138,1.01977,1.02864,1.01184
"2481","gal4","YPL248C",4,76,2.78433,1.97717,0.01812,1.01279,1.01782,1.02993,1.02966,1.01223,1.01445,1.01785,1.02666,1.01181
"2482","YPL249C","YPL249C",4,76,2.25879,1.46426,0.02099,1.02472,1.02602,1.03378,1.02675,1.01279,1.0145,1.01547,1.03362,1.01934
"2483","ICY2","YPL250C",4,76,2.61497,1.81121,0.03322,1.00563,1.00888,1.01067,0.99861,1.00392,1.02238,1.01144,1.01297,0.98916
"2484","YPL251W","YPL251W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2485","YAH1","YPL252C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2486","VIK1","YPL253C",4,76,12.88277,10.05952,0.06377,0.93178,0.92668,0.93466,0.88484,0.94861,0.93762,0.91978,0.91622,0.91385
"2487","HFI1","YPL254W",3,35,19.4509,7.79065,0.24539,0.74392,0.69639,0.50295,0.50051,0.5743,0.74424,0.63767,0.49885,0.52818
"2488","BBP1","YPL255W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2489","CLN2","YPL256C",4,76,4.97488,4.07351,0.03472,1.01168,1.01709,1.03851,1.04185,1.01827,1.00713,1.02417,1.03531,1.02232
"2490","YPL257W","YPL257W",4,76,1.99284,1.2092,0.02304,1.04136,1.03608,1.03864,1.02641,1.02651,1.02914,1.02466,1.0477,1.03946
"2491","THI21","YPL258C",4,76,4.39519,3.5346,0.02947,0.99938,1.00829,1.02847,1.02885,1.01542,1.01809,1.02507,1.02797,1.02128
"2492","APM1","YPL259C",4,76,2.58184,1.77879,0.02875,0.99085,0.99788,0.98906,0.97688,1.00212,1.00211,1.00563,0.99843,0.98974
"2493","YPL260W","YPL260W",2,38,8.40588,4.94153,0.10406,1.07237,1.07372,1.06081,1.13674,1.03268,1.0557,1.09496,1.092,1.06812
"2494","YPL261C","YPL261C",4,76,2.05604,1.26936,0.02882,1.00253,1.0068,1.02089,1.01214,0.99208,1.0116,1.00954,1.0039,0.99573
"2495","FUM1","YPL262W",2,38,97.99757,17.19822,0.27849,1.00174,0.98707,0.72325,0.80086,0.73044,0.99285,0.96729,0.78838,0.74023
"2496","KEL3","YPL263C",4,76,8.92784,7.35922,0.05457,0.97373,0.98552,1.0131,1.01711,1.00784,1.0107,1.0283,1.00802,1.00656
"2497","YPL264C","YPL264C",4,76,1.87899,1.10176,0.02345,1.03476,1.03333,1.03123,1.03781,1.01633,1.01881,1.02683,1.03978,1.0202
"2498","DIP5","YPL265W",3,57,37.92435,16.78265,0.2116,1.01183,0.96888,0.84958,0.80024,0.88013,1.00096,0.97223,0.8202,0.84156
"2499","DIM1","YPL266W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2500","YPL267W","YPL267W",4,76,4.13209,3.2855,0.02566,1.02447,1.02856,1.02454,1.0117,1.0029,1.01271,1.0117,1.0262,1.00411
"2501","plc1","YPL268W",3,55,27.46611,13.78707,0.22675,0.75447,0.72785,0.86806,0.79054,0.91941,0.75816,0.69266,0.87256,0.87794
"2502","KAR9","YPL269W",4,76,5.13883,4.22332,0.03535,1.0202,1.01992,1.0364,1.0374,1.03121,1.00692,1.00758,1.04227,1.02558
"2503","MDL2","YPL270W",4,68,76.03083,26.21392,0.38187,1.02305,0.98082,0.67875,0.64335,0.67817,1.00595,0.99876,0.64118,0.64279
"2504","ATP15","YPL271W",3,37,12.8674,6.4191,0.24136,0.70442,0.69895,0.48922,0.49018,0.48046,0.70281,0.66712,0.46306,0.5227
"2505","YPL272C","YPL272C",4,76,1.45439,0.71636,0.01916,1.00087,1.00809,1.02003,1.01461,1.00469,1.01737,1.01101,1.01933,1.00435
"2506","SAM4","YPL273W",4,76,2.26431,1.4696,0.02115,1.00572,1.01223,1.02504,1.02686,1.00867,1.01513,1.02248,1.01998,1.01413
"2507","SAM3","YPL274W",2,38,1.30135,0.54592,0.02952,1.03024,1.03511,1.03191,1.04223,1.01984,1.0127,1.03193,1.03641,1.02131
"2508","cit3","YPR001W",4,76,9.35653,7.67724,0.03559,1.02869,1.02483,1.01594,1.00197,1.01715,1.0131,0.99309,1.02512,1.0247
"2509","PDH1","YPR002W",4,76,0.7967,0.21639,0.01502,1.02993,1.0266,1.02037,1.02683,1.02355,1.02297,1.02481,1.03539,1.02506
"2510","YPR003C","YPR003C",4,76,2.14239,1.35204,0.0196,1.00471,1.00279,1.00457,0.99199,1.0022,1.01044,0.99083,1.00728,1.00327
"2511","YPR004C","YPR004C",4,76,1.52263,0.77619,0.02008,1.02514,1.02449,1.02555,1.03855,1.0237,1.02613,1.02895,1.04378,1.03803
"2512","HAL1","YPR005C",4,76,6.51784,5.43609,0.02938,1.007,1.00402,1.00755,1.0014,1.01342,1.02452,0.99514,1.01195,1.00697
"2513","ICL2","YPR006C",4,76,1.75446,0.98589,0.02386,1.02081,1.02083,1.01808,1.00919,1.02351,1.00665,1.01003,1.02598,1.03051
"2514","SPO69","YPR007C",4,76,1.86027,1.08423,0.02736,1.03507,1.03042,1.02116,1.04061,1.0359,1.01472,1.03132,1.03655,1.04208
"2515","YPR008W","YPR008W",4,76,4.8076,3.91946,0.0405,1.03553,1.02944,1.02187,1.05034,1.02687,1.00984,1.03913,1.03566,1.04067
"2516","YPR009W","YPR009W",4,76,3.22874,2.41265,0.02805,1.0308,1.0185,1.00887,1.03088,1.01826,1.00283,1.01455,1.01861,1.02984
"2517","RPA135","YPR010C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2518","YPR011C","YPR011C",4,76,2.02911,1.24368,0.02386,1.00142,1.00662,1.01479,1.01952,1.008,1.00236,0.99566,1.01034,1.0172
"2519","YPR012W","YPR012W",4,76,1.5157,0.77007,0.02272,1.01734,1.01494,1.01191,1.01723,1.01759,0.99945,1.00442,1.00814,1.02216
"2520","YPR013C","YPR013C",4,76,2.40381,1.60502,0.02888,1.02818,1.02559,1.02782,1.04346,1.02721,1.01458,1.0272,1.0332,1.04273
"2521","YPR014C","YPR014C",4,76,1.98712,1.20378,0.0282,1.01135,1.00958,1.02426,1.02982,1.02557,1.0114,1.02443,1.02578,1.03778
"2522","YPR015C","YPR015C",4,76,3.06576,2.25312,0.03142,1.03649,1.03063,1.01652,1.0327,1.02559,1.00508,1.0283,1.03179,1.03139
"2523","TIF6","YPR016C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2524","DSS4","YPR017C",4,76,5.11941,4.20564,0.02954,1.0143,1.01401,1.01545,1.03926,1.01641,1.00973,1.03098,1.01827,1.03447
"2525","RLF2","YPR018W",4,76,12.40674,9.76001,0.08858,0.94935,1.00567,0.92435,0.95005,0.98805,0.93646,0.91709,0.96082,0.96669
"2526","CDC54","YPR019W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2527","ATP20","YPR020W",4,76,36.20787,20.01367,0.09663,1.00483,0.98352,0.94677,0.92126,0.91786,0.9854,1.00491,0.90829,0.92298
"2528","YPR021C","YPR021C",4,76,3.11856,2.30484,0.02872,1.02375,1.01671,1.01553,1.03037,1.01993,1.00364,1.0175,1.01759,1.03236
"2529","YPR022C","YPR022C",4,76,7.16516,5.97637,0.07167,1.04596,1.02007,0.97429,0.9896,1.0068,1.01178,1.0071,1.01894,1.02406
"2530","EAF3","YPR023C",4,76,5.18045,4.26117,0.03688,1.01151,1.00647,1.03542,1.02448,1.02703,1.00251,1.01716,1.02409,1.03939
"2531","YME1","YPR024W",4,76,6.70311,5.59259,0.09591,0.94157,0.90409,0.92613,0.84566,0.91775,0.91039,0.91492,0.89286,0.89609
"2532","CCL1","YPR025C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2533","ATH1","YPR026W",4,76,1.28901,0.57596,0.02298,1.02739,1.0125,1.01328,1.01796,1.02245,1.0102,1.01784,1.01888,1.03318
"2534","YPR027C","YPR027C",4,76,7.77941,6.47254,0.05206,1.05143,1.03588,1.03133,1.06498,1.03747,1.01292,1.04291,1.04838,1.05866
"2535","YIP2","YPR028W",4,76,5.02695,4.12122,0.02983,1.01715,1.0118,1.01352,1.03349,1.01747,1.00535,1.03291,1.01962,1.03518
"2536","APL4","YPR029C",4,76,4.47404,3.60872,0.04709,1.0457,1.03369,0.99861,1.03463,1.02739,1.01424,1.03508,1.03025,1.04271
"2537","CSR2","YPR030W",4,76,5.45551,4.50933,0.05106,1.0605,1.04897,1.04894,1.08137,1.04027,1.03032,1.04975,1.06456,1.07146
"2538","YPR031W","YPR031W",4,76,3.40792,2.58752,0.03442,1.0209,1.0084,0.98648,0.98986,1.01122,1.00976,1.00796,0.99966,1.00929
"2539","SRO7","YPR032W",4,76,4.43376,3.57089,0.03208,1.01386,1.00931,1.01506,1.02105,1.00099,1.00211,1.01486,1.00987,1.03306
"2540","hts1","YPR033C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2541","ARP7","YPR034W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2542","gln1","YPR035W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2543","vma13","YPR036W",2,20,82.62603,6.78748,0.22223,0.68204,0.66031,0.4947,0.51858,0.57537,0.70352,0.66802,0.48128,0.52365
"2544","YPR037C","YPR037C",4,76,5.21285,4.29057,0.05137,1.03044,1.02055,0.97906,1.00956,1.02364,1.00483,1.02818,1.00657,1.02461
"2545","YPR038W","YPR038W",4,76,9.93751,8.09761,0.03907,1.00071,1.00018,0.97415,0.97291,1.00722,0.99807,1.01197,0.97874,0.99795
"2546","YPR039W","YPR039W",4,76,4.58747,3.71491,0.05117,1.02463,1.01372,0.97394,0.99506,1.01608,1.00878,1.02511,0.99718,1.01294
"2547","YPR040W","YPR040W",4,76,4.09649,3.25159,0.04731,1.02052,0.99716,0.97345,0.97321,1.01706,0.99528,1.00202,0.99546,1.01001
"2548","TIF5","YPR041W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2549","PUF2","YPR042C",4,76,2.81814,2.01032,0.03216,1.01456,1.01284,1.0249,1.02989,1.02073,1.00456,1.03477,1.01919,1.03672
"2550","RPL43A","YPR043W",3,49,30.10523,13.21835,0.18384,0.66036,0.74605,0.73704,0.83749,0.8442,0.71537,0.67136,0.76343,0.8024
"2551","YPR044C","YPR044C",2,38,25.52534,9.94934,0.14802,0.79022,0.82709,0.81493,0.91307,0.91177,0.77777,0.76505,0.84863,0.87684
"2552","YPR045C","YPR045C",4,76,3.73972,2.90932,0.03393,1.02953,1.0264,1.00528,1.03922,1.02003,1.01273,1.03495,1.0219,1.03656
"2553","MCM16","YPR046W",4,76,3.75926,2.92818,0.03782,1.01251,1.01358,1.01691,1.01401,1.01733,0.99052,1.00196,1.00901,1.02834
"2554","MSF1","YPR047W",3,42,53.68332,14.94758,0.53296,0.77455,0.66953,0.32775,0.31927,0.4117,0.72663,0.71621,0.24159,0.28192
"2555","TAH18","YPR048W",1,19,2.43804,0.9867,0.05898,1.03398,1.04856,1.03633,1.04263,1.05477,1.04056,1.06882,1.01373,1.07272
"2556","cvt9","YPR049C",4,76,4.19187,3.34233,0.04264,1.0274,1.02496,1.02241,1.03306,1.02506,0.99528,1.00082,1.02825,1.03792
"2557","YPR050C","YPR050C",4,76,52.24761,24.18806,0.12219,1.02183,0.99532,0.89963,0.90066,0.98489,0.99457,0.99619,0.9466,0.96704
"2558","mak3","YPR051W",4,76,33.29564,19.09811,0.13122,1.01236,0.97971,0.88114,0.89586,0.98395,0.9774,0.99002,0.92141,0.93389
"2559","NHP6A","YPR052C",4,76,3.20893,2.39328,0.03125,1.01617,1.00395,0.98492,0.98673,1.0041,0.99762,1.01031,0.99493,1.00678
"2560","YPR053C","YPR053C",4,76,2.08168,1.29386,0.03996,1.04531,1.03069,1.01666,1.0362,1.02994,1.0081,1.03462,1.04017,1.04805
"2561","SMK1","YPR054W",4,76,3.89721,3.06095,0.05105,1.0355,1.02678,1.02607,1.02673,1.02881,0.99149,1.01127,1.02595,1.04254
"2562","SEC8","YPR055W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2563","TFB4","YPR056W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2564","BRR1","YPR057W",4,76,72.47094,28.10791,0.1721,0.82548,0.80575,0.95822,0.95119,0.95644,0.81534,0.78612,0.95385,0.95278
"2565","ymc1","YPR058W",4,76,1.37533,0.64836,0.0155,1.00909,1.01078,1.01507,1.02374,1.01164,1.00824,1.01502,1.01323,1.02279
"2566","YPR059C","YPR059C",4,76,0.77572,0.20383,0.0145,1.01486,1.01512,1.00898,1.02348,1.01345,1.01077,1.01184,1.01538,1.01526
"2567","aro7","YPR060C",4,76,2.80468,1.99712,0.03487,1.01992,1.00178,1.02142,1.03665,1.01486,1.01565,1.01588,1.02051,1.03413
"2568","YPR061C","YPR061C",4,76,2.01168,1.2271,0.02214,0.99184,0.99137,1.00025,0.99497,0.99982,0.98949,0.97938,0.99523,1.00152
"2569","FCY1","YPR062W",4,76,4.10167,3.25652,0.02872,1.00301,1.01169,1.02194,1.02935,1.01592,1.00823,1.01727,1.0158,1.03173
"2570","YPR063C","YPR063C",4,76,2.90189,2.09246,0.04813,1.04118,1.04281,1.0499,1.08562,1.03748,1.04141,1.05106,1.07165,1.08017
"2571","YPR064W","YPR064W",4,76,15.14903,11.40464,0.05035,1.00469,1.00416,0.97933,0.98488,0.96208,1.00567,1.01243,0.97444,0.9857
"2572","ROX1","YPR065W",4,76,15.68545,11.70509,0.06538,1.00533,0.99616,0.967,0.96044,0.93995,0.99877,1.00399,0.95562,0.95348
"2573","UBA3","YPR066W",2,38,40.63137,12.36121,0.31677,0.95572,0.92602,0.63895,0.7783,0.67795,0.93039,0.95172,0.70575,0.66703
"2574","ISA2","YPR067W",4,51,23.99627,11.89072,0.40258,0.74666,0.67538,0.36039,0.35637,0.50368,0.69443,0.73824,0.34408,0.40082
"2575","HOS1","YPR068C",4,76,2.19604,1.40367,0.02244,1.00952,1.01327,1.01126,1.02807,1.01387,1.00564,1.01175,1.01192,1.02464
"2576","SPE3","YPR069C",2,38,1.7408,0.87219,0.03,1.00619,1.01806,1.00731,0.99775,0.99276,1.00096,0.98806,0.99364,0.99826
"2577","MED1","YPR070W",4,76,38.272,20.62755,0.1797,0.96171,0.89793,0.86342,0.83125,0.82493,0.95141,0.913,0.78201,0.8227
"2578","YPR071W","YPR071W",4,76,2.82925,2.02122,0.03102,1.03409,1.03224,1.02262,1.04972,1.02334,1.0187,1.02855,1.03233,1.04561
"2579","NOT5","YPR072W",2,20,8.90105,2.74972,0.21147,0.51874,0.62467,0.63006,0.61979,0.48467,0.41859,0.51417,0.5844,0.55617
"2580","LTP1","YPR073C",4,76,3.5109,2.68771,0.03239,1.03587,1.03793,1.02675,1.05393,1.02828,1.02154,1.03312,1.03894,1.04898
"2581","TKL1","YPR074C",4,76,22.1185,14.88034,0.14879,0.99157,0.97173,0.85228,0.95416,0.97011,0.9756,0.96739,1.00107,0.98588
"2582","OPY2","YPR075C",4,76,2.31452,1.51825,0.02794,1.01485,1.01597,1.01689,1.03348,1.02214,1.00643,1.02082,1.01803,1.03437
"2583","YPR076W","YPR076W",4,76,4.91222,4.01595,0.04231,1.01572,1.02553,1.0123,1.03195,1.04368,1.01473,1.00151,1.03539,1.04381
"2584","YPR077C","YPR077C",2,38,2.25199,1.26067,0.03455,1.02272,1.01862,0.99344,1.02799,1.01745,1.00123,1.02101,1.00967,1.02333
"2585","YPR078C","YPR078C",4,76,4.28094,3.42675,0.04481,1.03538,1.0346,1.02652,1.06475,1.02825,1.01994,1.04611,1.04826,1.05051
"2586","YPR079W","YPR079W",4,76,1.29484,0.58079,0.02058,1.01381,1.02056,1.01411,1.02209,1.01868,1.00842,1.0222,1.02119,1.029
"2587","DIB1","YPR082C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2588","YPR083W","YPR083W",4,76,7.52764,6.27108,0.0392,1.04468,1.03577,1.04622,1.00702,1.02445,1.02565,1.01278,1.03622,1.0441
"2589","YPR084W","YPR084W",2,38,3.7654,2.35417,0.04809,1.02317,1.00899,0.97508,1.0133,1.00644,0.99547,1.00778,1.0118,1.01793
"2590","YPR085C","YPR085C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2591","SUA7","YPR086W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2592","YPR087W","YPR087W",4,76,11.2245,8.98789,0.13608,0.76327,0.88454,0.82915,0.89935,0.86255,0.81273,0.80715,0.80621,0.80044
"2593","SRP54","YPR088C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2594","YPR089W","YPR089W",4,76,1.42185,0.68819,0.02064,1.01105,1.01614,1.00597,1.02398,1.01655,1.01082,1.01609,1.01468,1.02661
"2595","YPR090W","YPR090W",4,76,2.72829,1.92222,0.03555,1.01631,1.01761,1.01073,1.00607,1.02353,0.99633,1.00153,1.01831,1.03188
"2596","YPR091C","YPR091C",4,76,7.52227,6.26675,0.04046,0.98447,0.99332,1.02493,1.00866,0.99621,1.00502,0.98591,1.00061,1.01265
"2597","YPR092W","YPR092W",4,76,2.53148,1.72956,0.02911,1.02794,1.02532,1.02883,1.04884,1.02267,1.01978,1.02763,1.03431,1.0489
"2598","YPR093C","YPR093C",4,76,2.75242,1.94588,0.0389,1.01773,1.02771,1.0206,1.02043,1.01467,1.01577,0.99539,1.02651,1.03429
"2599","YPR094W","YPR094W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2600","SYT1","YPR095C",4,76,4.4426,3.57919,0.03092,1.0126,1.01931,1.01499,1.0331,1.01995,1.00517,1.0211,1.02053,1.03609
"2601","YPR096C","YPR096C",4,76,2.35307,1.55567,0.02211,1.01353,1.01419,1.01915,1.0312,1.01986,1.01196,1.02531,1.01866,1.03407
"2602","YPR097W","YPR097W",4,76,4.04667,3.20405,0.03634,1.02568,1.03709,1.02203,1.04026,1.02742,1.01105,1.02101,1.03729,1.04739
"2603","YPR098C","YPR098C",4,76,1.51717,0.77136,0.02561,1.02477,1.01787,1.00057,1.00982,1.00747,1.02487,0.99987,1.02389,1.02548
"2604","YPR099C","YPR099C",4,55,5.74296,4.22482,0.31109,0.79557,0.74842,0.6534,0.48448,0.66118,0.76193,0.74863,0.53499,0.67503
"2605","YPR100W","YPR100W",4,40,7.74612,4.63192,0.19911,0.62979,0.63432,0.51545,0.48066,0.57248,0.60547,0.66357,0.46446,0.54308
"2606","SNT309","YPR101W",4,51,7.24568,5.07038,0.19008,0.73619,0.75784,0.80145,0.71456,0.86465,0.67457,0.69495,0.70737,0.81419
"2607","PRE2","YPR103W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2608","FHL1","YPR104C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2609","YPR105C","YPR105C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2610","ISR1","YPR106W",2,38,112.17618,17.96064,0.19816,0.80065,0.94749,0.98207,0.99881,0.98413,0.83329,0.82151,0.98287,0.99591
"2611","YTH1","YPR107C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2612","RPN7","YPR108W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2613","YPR109W","YPR109W",4,76,2.65541,1.85081,0.02264,1.01957,1.00697,1.00528,1.02573,1.00697,1.00959,1.0031,1.00994,1.02261
"2614","RPC40","YPR110C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2615","dbf20","YPR111W",4,76,1.87186,1.09508,0.02926,1.02706,1.02189,1.02054,1.03056,1.01742,1.01817,1.0214,1.03978,1.04668
"2616","MRD1","YPR112C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2617","PIS1","YPR113W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2618","YPR114W","YPR114W",2,38,1.3322,0.56816,0.02077,0.99537,1.00288,0.99363,1.01137,0.9906,1.00293,0.9906,0.99573,0.99206
"2619","YPR115W","YPR115W",4,76,0.82408,0.23322,0.01808,1.01864,1.01649,1.01613,1.02686,1.01606,1.01919,1.01536,1.02489,1.03344
"2620","YPR116W","YPR116W",2,26,17.15508,5.51645,0.30944,0.71216,0.65059,0.47798,0.44675,0.51544,0.75619,0.72939,0.49178,0.4727
"2621","YPR117W","YPR117W",4,76,1.09152,0.41913,0.01568,1.00421,1.00746,1.00811,1.01832,1.00847,1.01047,1.01457,1.01305,1.01989
"2622","YPR118W","YPR118W",4,76,2.92229,2.11247,0.02483,1.0028,1.00683,1.01114,1.02764,1.00575,1.00901,1.0067,1.01038,1.01878
"2623","CLB2","YPR119W",3,54,10.46797,7.19441,0.07922,0.97198,0.96385,1.04307,1.01305,0.99709,0.9759,0.97281,1.00248,1.01036
"2624","CLB5","YPR120C",4,76,6.63987,5.53934,0.06005,0.92343,0.93691,0.97451,0.9198,0.93565,0.92245,0.91446,0.95242,0.95389
"2625","THI22","YPR121W",4,76,1.7435,0.97578,0.01856,1.00295,1.00237,0.99807,1.01386,1.0061,1.01663,1.014,1.004,1.01142
"2626","AXL1","YPR122W",4,76,3.24328,2.42686,0.03254,1.01245,1.00146,0.98187,1.00624,1.00734,1.01134,1.00838,1.00428,1.01441
"2627","YPR123C","YPR123C",4,61,93.81585,25.91647,0.67533,0.92144,0.79134,0.43929,0.39313,0.52173,0.92535,0.90903,0.25003,0.33382
"2628","ctr1","YPR124W",4,56,114.52307,25.7141,0.61917,0.83546,0.74202,0.31286,0.27977,0.37276,0.84261,0.82822,0.22344,0.32794
"2629","YPR125W","YPR125W",4,76,4.83896,3.94843,0.04592,1.03902,1.03737,1.01536,1.06127,1.02959,1.01562,1.02626,1.04897,1.0498
"2630","YPR126C","YPR126C",4,76,6.25595,5.2123,0.04963,1.02749,1.02776,1.0141,1.06373,1.03255,1.02343,1.03379,1.04755,1.05359
"2631","YPR127W","YPR127W",4,76,0.89617,0.27967,0.01782,1.00742,1.00228,0.9896,0.99087,0.99922,1.0003,0.99019,1.00189,0.99955
"2632","YPR128C","YPR128C",4,76,1.69849,0.93447,0.02252,1.00924,1.00221,0.99402,0.99734,1.0072,1.01117,0.98865,0.99753,0.99936
"2633","SCD6","YPR129W",4,76,2.3836,1.58535,0.02665,1.00804,1.00367,1.00407,1.02182,1.00622,0.99695,0.99517,1.01911,1.0209
"2634","YPR130C","YPR130C",4,76,2.82418,2.01625,0.02127,1.00168,1.00393,0.99496,1.01368,1.00574,0.99241,0.99444,1.00142,1.0112
"2635","NAT3","YPR131C",4,54,13.95695,8.8116,0.23042,0.68307,0.80747,0.89857,0.89917,0.87646,0.67183,0.66876,0.86664,0.88053
"2636","RPS23B","YPR132W",2,36,29.76629,10.19391,0.27308,0.65452,0.80707,0.87734,0.9189,0.9276,0.76377,0.68965,0.90341,0.88524
"2637","YPR133C","YPR133C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2638","TOM5","YPR133W-A",4,76,16.57511,12.18967,0.15556,0.84572,0.84174,0.77422,0.75251,0.71888,0.85907,0.84941,0.70352,0.75426
"2639","MSS18","YPR134W",4,62,196.88794,33.79759,0.69049,1.01026,0.91899,0.54417,0.36786,0.55483,1.00948,0.98679,0.31977,0.42655
